timestamp,voltage,current,output_watt,yield,ghi,temp_air,wind_speed,energy_interval
2024-01-01 05:00:00,563.3688539831294,117761.57051259637,57055152.87972401,14263.788219931002,283.4860225217619,18.984189315840233,3.448694178267904,14263.788219931002
2024-01-01 05:15:00,561.9430302566606,136244.25930088453,65842900.2568874,30724.513284152854,330.43532633530066,21.530303113106093,2.8522523840880396,16460.72506422185
2024-01-01 05:30:00,562.6815994251476,123532.0730524228,59777933.02307963,45668.996539922766,298.44514337115766,20.211429597950584,4.413444828877637,14944.483255769908
2024-01-01 05:45:00,563.8518344238553,135190.89458767872,65555765.163171634,62057.93783071567,324.6288230694729,18.121724243115693,4.491300486359296,16388.941290792907
2024-01-01 06:00:00,563.216846391243,135405.2995517861,65585789.38646796,78454.38517733266,326.2174845180703,19.255631444208884,3.7563784862875016,16396.44734661699
2024-01-01 06:15:00,564.3618941874948,132948.7393839453,64526834.05416415,94586.0936908737,318.40463156965404,17.210903236616407,3.9422153590833218,16131.708513541038
2024-01-01 06:30:00,562.7997997606604,114918.86565834188,55621630.53986386,108491.50132583966,277.46468074843204,20.00035757024928,5.813240293616271,13905.407634965966
2024-01-01 06:45:00,561.3211313978942,141041.98130897805,68086066.28974234,125513.01789827525,343.1964038635005,22.640836789474793,4.8833713457649255,17021.516572435583
2024-01-01 07:00:00,561.6871591965457,124234.080039218,60011391.24365719,140515.86570918956,301.7135349383736,21.987215720454053,2.400795505633875,15002.847810914296
2024-01-01 07:15:00,560.7724336463925,118810.53315071968,57298077.76326884,154840.38515000677,289.9439323485549,23.620654202870362,2.772934982194955,14324.51944081721
2024-01-01 07:30:00,562.5699155644769,114560.52822462615,55425543.75370083,168696.77108843197,276.9323308087994,20.41086506343413,5.677663371284923,13856.385938425208
2024-01-01 07:45:00,560.611052321566,135542.27435108257,65348387.46989617,185033.867955906,331.06022650516155,23.90883514006063,4.652898154839485,16337.096867474042
2024-01-01 08:00:00,562.2231848250437,140618.02107096624,67990492.01926982,202031.49096072346,340.54097510038395,21.030027098136177,5.281020305774557,16997.623004817455
2024-01-01 08:15:00,560.2465087989438,113304.40435159228,54591421.39379015,215679.346309171,277.28344045622856,24.559805716171905,2.944495687592762,13647.855348447538
2024-01-01 08:30:00,561.8071636485572,134504.6041588616,64986459.137739286,231925.96109360582,326.4497158197522,21.77292205614787,4.454212163466557,16246.614784434822
2024-01-01 08:45:00,560.8785849527612,122759.80970944904,59213879.588659175,246729.4309907706,299.41263711058764,23.43109829864067,4.2534765423575704,14803.469897164794
